,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Daylight,CodeSum_BR,CodeSum_DZ,CodeSum_DZ BR,CodeSum_RA,CodeSum_RA BR,CodeSum_RA DZ,CodeSum_RA DZ BR,CodeSum_TS,CodeSum_TS BR,CodeSum_TS RA,CodeSum_TS RA BR
1508,2011-05-19,72,49,61,1,53,56,4,0,0.0,29.29,30.0,3.6,2,5.8,1480,1,0,0,0,0,0,0,0,0,0,0
1510,2011-05-20,73,50,62,1,54,57,3,0,0.0,29.3,30.03,5.5,6,6.0,1482,1,0,0,0,0,0,0,0,0,0,0
1512,2011-05-21,75,50,63,2,59,62,2,0,0.01,29.13,29.87,7.0,15,8.1,1484,1,0,0,0,0,0,0,0,0,0,0
1514,2011-05-22,87,61,74,13,60,64,0,9,0.58,28.95,29.7,10.3,19,11.4,1486,0,0,0,0,1,0,0,0,0,0,0
1516,2011-05-23,79,60,70,9,59,64,0,5,0.0,28.92,29.62,10.0,25,11.3,1487,0,0,0,0,0,0,0,0,0,0,0
1518,2011-05-24,66,47,57,-5,47,51,8,0,0.11,29.15,29.86,12.0,4,12.4,1489,0,0,0,0,0,0,0,0,0,0,0
1520,2011-05-25,67,47,57,-5,52,53,8,0,2.24,28.92,29.67,10.7,3,11.7,1491,0,0,0,0,1,0,0,0,0,0,0
1522,2011-05-26,49,43,46,-16,40,43,19,0,1.06,29.15,29.84,17.7,2,17.8,1493,0,0,0,0,1,0,0,0,0,0,0
1524,2011-05-27,58,40,49,-13,41,46,16,0,0.0,29.21,29.93,7.3,5,8.7,1494,0,0,0,1,0,0,0,0,0,0,0
1526,2011-05-28,62,51,57,-6,55,55,8,0,0.12,29.1,29.83,6.0,18,6.7,1495,0,0,0,0,1,0,0,0,0,0,0
1528,2011-05-29,70,52,61,-3,59,60,4,0,1.88,29.16,29.86,3.6,11,5.7,1496,0,0,0,0,0,0,0,0,0,0,1
1530,2011-05-30,88,56,72,8,65,69,0,7,0.0,29.26,29.97,12.4,20,12.8,1498,0,0,0,0,0,0,0,0,0,0,0
1532,2011-05-31,85,69,77,13,64,68,0,12,0.08,29.34,30.04,12.4,22,13.2,1499,0,0,0,0,0,0,0,1,0,0,0
1534,2011-06-01,81,59,70,6,49,59,0,5,0.0,29.44,30.17,10.7,27,10.5,1501,0,0,0,0,0,0,0,0,0,0,0
1536,2011-06-02,69,56,63,-1,44,53,2,0,0.02,29.45,30.19,9.0,6,9.4,1501,0,0,0,1,0,0,0,0,0,0,0
1538,2011-06-03,87,55,71,7,62,67,0,6,0.01,29.31,30.04,10.8,17,11.5,1503,0,0,0,0,0,0,0,0,0,0,0
1540,2011-06-04,92,64,78,14,64,68,0,13,0.18,29.31,30.02,1.4,26,8.5,1504,0,0,0,0,0,0,0,0,0,0,0
1542,2011-06-05,85,60,73,8,55,62,0,8,0.0,29.36,30.08,3.1,7,5.4,1506,0,0,0,0,0,0,0,0,0,0,0
1544,2011-06-06,93,60,77,11,64,69,0,12,0.0,29.15,29.89,8.5,20,9.7,1506,0,0,0,0,0,0,0,0,0,0,0
1546,2011-06-07,96,75,86,20,65,72,0,21,0.0,29.11,29.82,10.3,23,10.6,1507,0,0,0,0,0,0,0,0,0,0,0
1548,2011-06-08,95,66,81,15,64,71,0,16,0.17,29.13,29.81,11.6,24,13.4,1508,0,0,0,0,0,0,0,0,0,0,0
1550,2011-06-09,69,50,60,-6,52,55,5,0,0.93,29.28,30.0,8.0,4,12.5,1509,0,0,0,0,1,0,0,0,0,0,0
1552,2011-06-10,69,51,60,-7,56,57,5,0,0.52,29.21,29.94,6.4,3,8.0,1510,0,0,0,0,1,0,0,0,0,0,0
1554,2011-06-11,62,52,57,-10,54,55,8,0,0.03,29.24,29.95,4.7,5,5.7,1510,0,0,0,0,0,0,1,0,0,0,0
1556,2011-06-12,64,50,57,-11,45,52,8,0,0.0,29.38,30.1,8.3,3,8.9,1511,1,0,0,0,0,0,0,0,0,0,0
1558,2011-06-13,72,54,63,-5,43,53,2,0,0.0,29.39,30.11,7.5,6,7.8,1511,0,0,0,0,0,0,0,0,0,0,0
1560,2011-06-14,77,53,65,-3,49,56,0,0,0.0,29.25,30.01,7.8,9,8.6,1512,0,0,0,0,0,0,0,0,0,0,0
1562,2011-06-15,71,57,64,-4,59,61,1,0,0.8,29.0,29.73,9.2,15,11.2,1512,0,0,0,0,1,0,0,0,0,0,0
1564,2011-06-16,81,61,71,2,59,63,0,6,0.04,29.05,29.76,5.5,29,7.5,1513,0,0,0,0,1,0,0,0,0,0,0
1566,2011-06-17,82,60,71,2,60,64,0,6,0.0,29.13,29.83,5.8,6,6.6,1513,0,0,0,0,0,0,0,0,0,0,0
1568,2011-06-18,84,61,73,3,62,65,0,8,0.0,29.1,29.82,4.6,6,6.4,1513,0,0,0,0,0,0,0,0,0,0,0
1570,2011-06-19,81,63,72,2,65,68,0,7,0.0,29.03,29.75,4.1,11,5.2,1514,0,0,0,0,0,0,0,0,0,0,0
1572,2011-06-20,79,65,72,2,67,69,0,7,0.18,29.01,29.72,6.2,16,8.1,1514,0,0,0,0,1,0,0,0,0,0,0
1574,2011-06-21,89,66,78,8,70,72,0,13,0.45,28.92,29.64,11.5,18,12.1,1514,0,0,0,0,1,0,0,0,0,0,0
1576,2011-06-22,73,64,69,-1,63,65,0,4,0.02,28.89,29.59,12.6,21,13.4,1514,0,0,0,1,0,0,0,0,0,0,0
1578,2011-06-23,71,62,67,-3,59,62,0,2,0.01,28.9,29.6,11.4,26,12.7,1514,0,0,0,0,1,0,0,0,0,0,0
1580,2011-06-24,68,60,64,-7,56,59,1,0,0.0,29.08,29.76,9.4,29,9.6,1514,0,0,0,0,0,0,0,0,0,0,0
1582,2011-06-25,79,58,69,-2,53,60,0,4,0.0,29.21,29.92,2.5,10,4.6,1514,0,0,0,0,0,0,0,0,0,0,0
1584,2011-06-26,81,57,69,-2,53,60,0,4,0.0,29.23,29.94,5.8,9,6.9,1513,0,0,0,0,0,0,0,0,0,0,0
1586,2011-06-27,81,65,73,2,63,67,0,8,0.03,29.08,29.8,6.9,21,10.8,1513,0,0,0,1,0,0,0,0,0,0,0
1588,2011-06-28,81,63,72,1,54,61,0,7,0.0,29.28,29.98,9.1,30,9.6,1512,0,0,0,0,0,0,0,0,0,0,0
1590,2011-06-29,81,59,70,-1,56,62,0,5,0.0,29.35,30.06,3.7,8,5.4,1512,0,0,0,0,0,0,0,0,0,0,0
1592,2011-06-30,88,60,74,2,62,67,0,9,0.0,29.28,30.0,8.2,17,9.4,1512,0,0,0,0,0,0,0,0,0,0,0
1594,2011-07-01,89,72,81,9,62,68,0,16,0.0,29.24,29.96,14.3,18,14.9,1511,0,0,0,0,0,0,0,0,0,0,0
1596,2011-07-02,94,71,83,11,70,74,0,18,0.0,29.25,29.95,3.9,24,8.3,1511,1,0,0,0,0,0,0,0,0,0,0
1598,2011-07-03,84,69,77,5,57,65,0,12,0.0,29.28,29.98,4.7,2,5.9,1510,0,0,0,0,0,0,0,0,0,0,0
1600,2011-07-04,89,65,77,5,55,64,0,12,0.0,29.26,29.97,2.9,5,4.3,1508,0,0,0,0,0,0,0,0,0,0,0
1602,2011-07-05,91,68,80,8,60,68,0,15,0.0,29.25,29.96,5.2,28,6.2,1508,0,0,0,0,0,0,0,0,0,0,0
1604,2011-07-06,86,70,78,6,61,67,0,13,0.0,29.27,29.97,5.7,4,7.5,1507,0,0,0,0,0,0,0,0,0,0,0
1606,2011-07-07,82,63,73,1,53,62,0,8,0.0,29.22,29.95,5.1,7,6.2,1507,0,0,0,1,0,0,0,0,0,0,0
1608,2011-07-08,86,61,74,1,51,62,0,9,0.0,29.17,29.88,5.1,6,6.0,1505,0,0,0,0,0,0,0,0,0,0,0
1610,2011-07-09,91,61,76,3,58,66,0,11,0.0,29.21,29.92,5.2,19,5.9,1504,0,0,0,0,0,0,0,0,0,0,0
1612,2011-07-10,91,74,83,10,68,72,0,18,0.0,29.18,29.89,9.3,19,9.7,1504,0,0,0,0,0,0,0,0,0,0,0
1614,2011-07-11,88,71,80,7,71,74,0,15,0.39,29.12,29.82,5.5,25,8.5,1502,0,0,0,0,0,0,0,0,0,0,0
1616,2011-07-12,87,70,79,6,63,69,0,14,0.01,29.25,29.94,5.6,2,7.7,1501,0,0,0,1,0,0,0,0,0,0,0
1618,2011-07-13,74,63,69,-4,57,62,0,4,0.0,29.35,30.06,10.5,4,10.9,1499,0,0,0,0,0,0,0,0,0,0,0
1620,2011-07-14,82,59,71,-2,56,63,0,6,0.0,29.3,30.02,6.5,10,8.0,1499,0,0,0,0,0,0,0,0,0,0,0
1622,2011-07-15,87,70,79,5,60,66,0,14,0.0,29.27,29.98,5.4,9,6.7,1497,0,0,0,0,0,0,0,0,0,0,0
1624,2011-07-16,89,71,80,6,61,68,0,15,0.0,29.32,30.02,3.4,19,4.3,1495,0,0,0,1,0,0,0,0,0,0,0
1626,2011-07-17,95,69,82,8,69,74,0,17,0.0,29.35,30.06,6.2,22,6.4,1494,0,0,0,0,0,0,0,0,0,0,0
1628,2011-07-18,92,80,86,12,75,78,0,21,0.01,29.23,29.96,10.6,25,10.8,1492,0,0,0,1,0,0,0,0,0,0,0
1630,2011-07-19,93,78,86,12,72,76,0,21,0.0,29.17,29.89,4.5,7,6.2,1490,0,0,0,0,0,0,0,0,0,0,0
1632,2011-07-20,99,73,86,12,73,77,0,21,0.02,29.08,29.8,9.0,23,10.7,1490,1,0,0,0,0,0,0,0,0,0,0
1634,2011-07-21,99,75,87,13,70,76,0,22,0.02,29.1,29.8,6.2,28,8.8,1488,0,0,0,0,0,0,0,1,0,0,0
1636,2011-07-22,88,70,79,5,70,73,0,14,1.55,29.18,29.88,1.7,9,9.0,1486,0,0,0,0,0,0,0,0,0,0,1
1638,2011-07-23,87,70,79,5,70,73,0,14,6.86,29.23,29.95,0.8,30,5.3,1484,0,0,0,0,0,0,0,0,0,0,1
1640,2011-07-24,87,72,80,6,70,73,0,15,0.18,29.26,29.97,1.5,23,6.4,1482,0,0,0,0,0,0,0,0,1,0,0
1642,2011-07-25,88,73,81,7,66,71,0,16,0.0,29.2,29.91,3.4,32,6.5,1480,0,0,0,0,0,0,0,0,0,0,0
1644,2011-07-26,83,71,77,3,63,68,0,12,0.0,29.18,29.88,6.3,5,8.5,1479,0,0,0,0,0,0,0,0,0,0,0
1646,2011-07-27,90,68,79,5,66,70,0,14,0.71,29.13,29.85,6.2,16,9.5,1477,0,0,0,0,0,0,0,1,0,0,0
1648,2011-07-28,87,73,80,6,71,74,0,15,0.7,29.2,29.89,3.2,23,6.8,1475,0,0,0,0,1,0,0,0,0,0,0
1650,2011-07-29,86,71,79,5,67,71,0,14,0.7,29.28,29.98,4.3,4,5.9,1473,1,0,0,0,0,0,0,0,0,0,0
1652,2011-07-30,91,67,79,5,64,70,0,14,0.0,29.35,30.05,2.4,13,3.4,1471,0,0,0,0,0,0,0,0,0,0,0
1654,2011-07-31,90,68,79,5,69,73,0,14,0.0,29.35,30.06,4.9,25,5.0,1469,0,0,0,0,0,0,0,0,0,0,0
1656,2011-08-01,91,74,83,10,72,75,0,18,0.0,29.28,29.99,4.2,27,4.9,1466,0,0,0,0,0,0,0,0,0,0,0
1658,2011-08-02,93,74,84,11,73,76,0,19,0.43,29.04,29.77,8.3,21,9.1,1464,0,0,0,0,0,0,0,0,0,0,0
1660,2011-08-03,86,72,79,6,67,71,0,14,0.0,29.11,29.81,6.9,2,8.0,1462,0,0,0,0,0,0,0,0,0,0,0
1662,2011-08-04,84,69,77,4,66,69,0,12,0.0,29.25,29.94,5.3,5,6.0,1460,0,0,0,0,0,0,0,0,0,0,0
1664,2011-08-05,83,69,76,3,68,71,0,11,0.0,29.21,29.93,4.0,5,5.5,1458,0,0,0,1,0,0,0,0,0,0,0
1666,2011-08-06,85,72,79,6,70,72,0,14,0.18,29.1,29.82,2.5,5,4.0,1456,0,0,0,0,1,0,0,0,0,0,0
1668,2011-08-07,86,68,77,4,69,71,0,12,0.75,29.03,29.75,4.6,27,6.4,1453,1,0,0,0,0,0,0,0,0,0,0
1670,2011-08-08,80,68,74,1,67,69,0,9,0.63,29.0,29.72,4.0,4,6.2,1451,0,0,0,0,1,0,0,0,0,0,0
1672,2011-08-09,80,64,72,-1,61,66,0,7,0.0,28.97,29.67,10.8,28,11.1,1449,1,0,0,0,0,0,0,0,0,0,0
1674,2011-08-10,77,61,69,-4,54,61,0,4,0.0,29.14,29.84,7.3,31,8.7,1446,0,0,0,0,0,0,0,0,0,0,0
1676,2011-08-11,81,57,69,-4,54,61,0,4,0.0,29.25,29.95,2.0,24,3.0,1404,0,0,0,0,0,0,0,0,0,0,0
1678,2011-08-12,81,60,71,-2,59,64,0,6,0.0,29.22,29.94,8.3,19,8.5,1402,0,0,0,0,0,0,0,0,0,0,0
1680,2011-08-13,83,62,73,0,64,66,0,8,0.75,29.15,29.86,3.6,27,6.7,1399,0,0,0,1,0,0,0,0,0,0,0
1682,2011-08-14,75,62,69,-3,60,63,0,4,0.0,29.24,29.95,10.4,36,11.7,1397,0,0,0,1,0,0,0,0,0,0,0
1684,2011-08-15,82,57,70,-2,55,62,0,5,0.0,29.28,29.98,2.4,2,4.9,1395,0,0,0,0,0,0,0,0,0,0,0
1686,2011-08-16,85,61,73,1,58,64,0,8,0.0,29.32,30.03,2.9,18,3.9,1352,0,0,0,0,0,0,0,0,0,0,0
1688,2011-08-17,83,62,73,1,63,67,0,8,0.0,29.31,30.02,5.6,22,6.0,1350,0,0,0,0,0,0,0,0,0,0,0
1690,2011-08-18,84,67,76,4,60,66,0,11,0.0,29.23,29.96,2.3,4,5.2,1347,0,0,0,0,0,0,0,0,0,0,0
1692,2011-08-19,87,64,76,5,63,68,0,11,0.0,29.18,29.89,3.3,14,5.2,1345,0,0,0,0,0,0,0,0,0,0,0
1694,2011-08-20,80,66,73,2,67,69,0,8,1.11,29.22,29.92,1.3,21,3.4,1342,0,0,0,0,1,0,0,0,0,0,0
1696,2011-08-21,80,64,72,1,58,63,0,7,0.0,29.26,29.97,8.0,32,8.5,1340,0,0,0,1,0,0,0,0,0,0,0
1698,2011-08-22,82,59,71,0,59,64,0,6,0.0,29.3,30.02,1.6,26,4.1,1337,0,0,0,0,0,0,0,0,0,0,0
1700,2011-08-23,73,62,68,-3,63,65,0,3,0.65,29.1,29.86,9.1,20,9.8,1334,1,0,0,0,0,0,0,0,0,0,0
1702,2011-08-24,92,69,81,10,65,70,0,16,0.0,28.99,29.7,8.2,27,10.7,1331,1,0,0,0,0,0,0,0,0,0,0
1704,2011-08-25,83,64,74,4,59,64,0,9,0.0,29.26,29.95,4.1,36,7.3,1329,0,0,0,0,0,0,0,0,0,0,0
1706,2011-08-26,83,59,71,1,58,63,0,6,0.0,29.26,29.98,1.9,26,3.3,1326,0,0,0,0,0,0,0,0,0,0,0
1708,2011-08-27,81,64,73,3,62,66,0,8,0.0,29.21,29.93,8.2,2,9.2,1323,0,0,0,0,0,0,0,0,0,0,0
1710,2011-08-28,77,61,69,-1,57,61,0,4,0.0,29.22,29.93,7.0,2,7.9,1321,0,0,0,0,0,0,0,0,0,0,0
1712,2011-08-29,79,59,69,-1,56,62,0,4,0.0,29.31,30.01,1.4,2,3.5,1318,0,0,0,0,0,0,0,0,0,0,0
1714,2011-08-30,76,61,69,-1,56,62,0,4,0.04,29.33,30.03,5.3,15,6.3,1316,0,0,0,1,0,0,0,0,0,0,0
1716,2011-08-31,87,65,76,7,64,68,0,11,0.0,29.23,29.95,5.4,17,8.3,1313,0,0,0,1,0,0,0,0,0,0,0
1718,2011-09-01,93,71,82,14,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,1310,0,0,0,0,0,0,0,0,0,0,0
1720,2011-09-02,92,76,84,16,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,1308,0,0,0,0,0,0,0,0,0,0,0
1722,2011-09-03,89,69,79,11,67,71,0,14,0.02,29.16,29.87,2.5,29,6.2,1305,0,0,0,0,1,0,0,0,0,0,0
1724,2011-09-04,73,58,66,-2,54,60,0,1,0.0,29.24,29.94,10.5,32,11.5,1302,0,0,0,0,0,0,0,0,0,0,0
1726,2011-09-05,65,52,59,-8,45,52,6,0,0.0,29.39,30.1,14.2,1,14.8,1300,0,0,0,0,0,0,0,0,0,0,0
1728,2011-09-06,66,51,59,-8,46,52,6,0,0.0,29.44,30.16,9.5,3,10.1,1297,0,0,0,0,0,0,0,0,0,0,0
1730,2011-09-07,70,52,61,-6,47,54,4,0,0.0,29.42,30.16,10.2,1,10.8,1294,0,0,0,0,0,0,0,0,0,0,0
1732,2011-09-08,75,57,66,0,53,59,0,1,0.0,29.34,0.0,13.0,2,13.4,1291,0,0,0,1,0,0,0,0,0,0,0
1734,2011-09-09,72,60,66,0,60,62,0,1,0.02,29.23,29.96,8.2,4,8.3,1289,0,0,0,1,0,0,0,0,0,0,0
1736,2011-09-10,78,56,67,1,59,62,0,2,0.0,29.29,30.0,0.9,14,3.1,1286,1,0,0,0,0,0,0,0,0,0,0
1738,2011-09-11,83,57,70,5,59,63,0,5,0.0,29.27,29.99,5.1,27,5.5,1283,1,0,0,0,0,0,0,0,0,0,0
1740,2011-09-12,86,64,75,10,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,1281,0,0,0,0,0,0,0,0,0,0,0
1742,2011-09-13,73,56,65,0,54,59,0,0,0.0,29.2,29.9,4.9,31,8.7,1278,1,0,0,0,0,0,0,0,0,0,0
1744,2011-09-14,58,47,53,-11,43,49,12,0,0.08,29.39,30.09,6.3,34,7.3,1275,0,0,0,0,1,0,0,0,0,0,0
1746,2011-09-15,59,42,51,-13,35,44,14,0,0.0,29.61,30.33,7.4,1,8.5,1272,0,0,0,0,0,0,0,0,0,0,0
1748,2011-09-16,58,46,52,-12,40,47,13,0,0.0,29.59,30.33,1.4,8,3.3,1228,0,0,0,0,0,0,0,0,0,0,0
1750,2011-09-17,68,50,59,-5,45,52,6,0,0.0,29.53,30.27,7.7,11,8.9,1225,0,0,0,0,0,0,0,0,0,0,0
1752,2011-09-18,65,55,60,-4,55,57,5,0,0.43,29.34,30.11,8.9,15,9.5,1221,0,0,0,0,0,0,1,0,0,0,0
1754,2011-09-19,69,54,62,-1,58,60,3,0,0.24,29.24,29.96,4.1,29,5.8,1219,0,0,0,0,1,0,0,0,0,0,0
1756,2011-09-20,74,49,62,0,54,58,3,0,0.0,29.26,0.0,7.3,18,7.3,1216,1,0,0,0,0,0,0,0,0,0,0
1758,2011-09-21,71,56,64,2,49,56,1,0,0.0,29.23,29.95,10.2,25,11.0,1213,0,0,0,1,0,0,0,0,0,0,0
1760,2011-09-22,64,51,58,-4,47,52,7,0,0.0,29.36,30.08,4.6,27,6.9,1210,0,0,0,0,0,0,0,0,0,0,0
1762,2011-09-23,62,48,55,-6,44,49,10,0,0.0,29.33,30.06,5.9,36,7.0,1208,0,0,0,0,0,0,0,0,0,0,0
1764,2011-09-24,62,51,57,-4,49,51,8,0,0.14,29.26,29.99,3.6,3,4.6,1205,0,0,0,0,1,0,0,0,0,0,0
1766,2011-09-25,64,51,58,-3,53,55,7,0,0.08,29.13,29.87,4.1,14,5.5,1202,0,0,0,1,0,0,0,0,0,0,0
1768,2011-09-26,60,53,57,-3,51,53,8,0,1.21,28.92,29.65,8.8,18,15.4,1199,0,0,0,0,1,0,0,0,0,0,0
1770,2011-09-27,63,54,59,-1,53,55,6,0,0.31,29.0,29.71,4.3,6,8.3,1197,0,0,0,0,1,0,0,0,0,0,0
1772,2011-09-28,63,53,58,-1,54,55,7,0,0.77,29.07,29.78,6.5,32,7.0,1194,0,0,0,0,1,0,0,0,0,0,0
1774,2011-09-29,66,49,58,-1,51,53,7,0,0.06,28.98,29.7,11.7,28,13.5,1191,0,0,0,0,1,0,0,0,0,0,0
1776,2011-09-30,57,45,51,-8,41,47,14,0,0.09,29.32,30.01,14.6,34,15.0,1188,0,0,0,1,0,0,0,0,0,0,0
1778,2011-10-01,56,42,49,-9,40,45,16,0,0.0,29.53,30.26,9.6,36,10.3,1186,0,0,0,0,0,0,0,0,0,0,0
1780,2011-10-02,66,41,54,-4,38,46,11,0,0.0,29.47,30.22,4.7,32,5.4,1183,0,0,0,0,0,0,0,0,0,0,0
1782,2011-10-03,69,44,57,0,45,50,8,0,0.0,29.48,30.21,3.4,3,5.0,1180,0,0,0,0,0,0,0,0,0,0,0
1784,2011-10-04,76,43,60,3,47,52,5,0,0.0,29.52,30.25,1.1,16,2.3,1177,0,0,0,0,0,0,0,0,0,0,0
1786,2011-10-05,80,49,65,8,48,55,0,0,0.0,29.49,30.22,1.9,18,3.2,1174,0,0,0,0,0,0,0,0,0,0,0
1788,2011-10-06,81,50,66,10,51,58,0,1,0.0,29.5,30.23,3.8,15,4.6,1171,0,0,0,0,0,0,0,0,0,0,0
1790,2011-10-07,84,54,69,13,53,59,0,4,0.0,29.52,30.25,7.5,18,7.7,1169,0,0,0,0,0,0,0,0,0,0,0
1792,2011-10-08,82,54,68,12,54,60,0,3,0.0,29.56,30.27,7.2,19,7.6,1166,0,0,0,0,0,0,0,0,0,0,0
1794,2011-10-09,80,52,66,11,51,58,0,1,0.0,29.55,30.29,2.8,9,3.8,1163,0,0,0,0,0,0,0,0,0,0,0
1796,2011-10-10,76,54,65,10,51,57,0,0,0.0,29.39,30.13,5.2,16,6.0,1161,0,0,0,0,0,0,0,0,0,0,0
1798,2011-10-11,79,57,68,14,54,60,0,3,0.0,29.23,29.97,4.1,15,4.9,1158,0,0,0,0,0,0,0,0,0,0,0
1800,2011-10-12,78,55,67,13,52,58,0,2,0.0,29.03,29.77,7.0,14,8.1,1115,0,0,0,0,0,0,0,0,0,0,0
1802,2011-10-13,66,52,59,6,55,58,6,0,0.28,28.81,29.54,4.3,26,7.0,1112,0,0,0,0,1,0,0,0,0,0,0
1804,2011-10-14,62,48,55,2,41,48,10,0,0.0,28.9,29.6,15.4,28,15.6,1109,0,0,0,0,0,0,0,0,0,0,0
1806,2011-10-15,62,47,55,2,36,46,10,0,0.0,29.1,29.8,14.8,27,15.3,1107,0,0,0,0,0,0,0,0,0,0,0
1808,2011-10-16,62,48,55,3,39,46,10,0,0.17,29.08,29.81,7.4,28,8.5,1104,0,0,0,1,0,0,0,0,0,0,0
1810,2011-10-17,59,41,50,-2,33,42,15,0,0.0,29.11,29.85,10.2,26,10.4,1101,0,0,0,0,0,0,0,0,0,0,0
1812,2011-10-18,54,41,48,-3,37,43,17,0,0.06,29.09,29.83,6.4,1,8.5,1099,0,0,0,1,0,0,0,0,0,0,0
1814,2011-10-19,49,44,47,-4,40,44,18,0,0.85,28.93,29.69,17.1,36,18.0,1096,0,0,0,0,1,0,0,0,0,0,0
1816,2011-10-20,47,43,45,-5,37,42,20,0,0.08,29.0,29.69,15.8,32,16.1,1093,0,0,0,1,0,0,0,0,0,0,0
1818,2011-10-21,55,38,47,-3,34,41,18,0,0.0,29.32,30.03,4.6,29,5.4,1090,0,0,0,0,0,0,0,0,0,0,0
1820,2011-10-22,66,34,50,0,37,44,15,0,0.0,29.28,30.02,3.2,23,3.7,1048,0,0,0,0,0,0,0,0,0,0,0
1822,2011-10-23,68,38,53,4,41,48,12,0,0.2,29.19,29.93,6.1,22,6.9,1045,0,0,0,0,1,0,0,0,0,0,0
1824,2011-10-24,63,45,54,5,39,46,11,0,0.0,29.34,30.05,5.7,28,7.3,1043,0,0,0,0,0,0,0,0,0,0,0
1826,2011-10-25,74,45,60,12,46,53,5,0,0.02,29.11,29.86,7.6,19,11.9,1040,0,0,0,1,0,0,0,0,0,0,0
1828,2011-10-26,53,47,50,2,42,46,15,0,0.0,29.19,29.91,12.4,36,12.6,1037,0,0,0,0,0,0,0,0,0,0,0
1830,2011-10-27,53,39,46,-2,37,42,19,0,0.12,29.34,30.04,3.6,35,5.8,1035,0,0,0,1,0,0,0,0,0,0,0
1832,2011-10-28,55,35,45,-2,33,40,20,0,0.03,29.36,30.1,4.9,22,5.6,1032,0,0,0,0,0,0,0,0,0,0,0
1834,2011-10-29,55,34,45,-2,30,38,20,0,0.0,29.34,30.07,4.6,28,5.2,1030,0,0,0,0,0,0,0,0,0,0,0
1836,2011-10-30,57,33,45,-1,36,41,20,0,0.17,29.27,30.02,10.6,19,11.1,1027,0,0,0,0,1,0,0,0,0,0,0
1838,2011-10-31,53,36,45,-1,36,40,20,0,0.0,29.34,30.06,3.9,25,4.8,1024,1,0,0,0,0,0,0,0,0,0,0
1840,2012-05-01,65,49,57,4,52,55,8,0,0.09,29.18,29.92,6.2,12,7.7,1401,0,0,0,0,1,0,0,0,0,0,0
1842,2012-05-02,80,58,69,15,60,64,0,4,0.0,29.12,29.84,8.1,21,10.1,1403,1,0,0,0,0,0,0,0,0,0,0
1844,2012-05-03,86,66,76,22,65,69,0,11,1.34,29.16,29.86,10.8,21,12.0,1405,0,0,0,0,0,0,0,1,0,0,0
1846,2012-05-04,73,55,64,10,55,58,1,0,0.28,29.23,29.94,5.2,5,9.2,1408,1,0,0,0,0,0,0,0,0,0,0
1848,2012-05-05,60,52,56,1,52,54,9,0,0.0,29.29,30.01,8.0,4,8.3,1410,0,0,0,0,1,0,0,0,0,0,0
1850,2012-05-06,70,51,61,6,53,56,4,0,0.8,29.22,29.94,5.0,6,8.5,1413,0,0,0,0,0,0,0,0,0,0,1
1852,2012-05-07,64,52,58,3,55,57,7,0,0.47,29.15,29.87,2.3,34,5.4,1415,0,0,0,0,1,0,0,0,0,0,0
1854,2012-05-08,70,52,61,5,45,53,4,0,0.0,29.13,29.86,8.3,28,8.9,1418,1,0,0,0,0,0,0,0,0,0,0
1856,2012-05-09,60,47,54,-2,43,49,11,0,0.06,29.2,29.92,4.2,1,7.6,1420,0,0,0,1,0,0,0,0,0,0,0
1858,2012-05-10,67,46,57,1,34,46,8,0,0.0,29.29,30.0,3.2,5,7.5,1422,0,0,0,0,0,0,0,0,0,0,0
1860,2012-05-11,78,43,61,4,40,52,4,0,0.0,29.36,30.08,9.3,20,9.5,1424,0,0,0,0,0,0,0,0,0,0,0
1862,2012-05-12,69,53,61,4,42,51,4,0,0.03,29.51,30.22,5.7,3,9.3,1466,0,0,0,1,0,0,0,0,0,0,0
1864,2012-05-13,72,50,61,3,31,48,4,0,0.0,29.45,30.18,7.4,4,7.8,1468,0,0,0,0,0,0,0,0,0,0,0
1866,2012-05-14,82,43,63,5,36,51,2,0,0.0,29.31,30.05,2.5,19,5.2,1470,0,0,0,0,0,0,0,0,0,0,0
1868,2012-05-15,86,57,72,14,45,57,0,7,0.05,29.18,29.9,6.9,25,12.6,1472,0,0,0,0,0,0,0,0,0,1,0
1870,2012-05-16,65,50,58,-1,33,46,7,0,0.0,29.38,30.09,9.6,5,10.5,1474,0,0,0,0,0,0,0,0,0,0,0
1872,2012-05-17,74,45,60,1,39,50,5,0,0.0,29.38,30.1,5.3,11,5.8,1476,0,0,0,0,0,0,0,0,0,0,0
1874,2012-05-18,85,53,69,9,41,54,0,4,0.0,29.29,30.02,8.7,16,9.2,1478,0,0,0,0,0,0,0,0,0,0,0
1876,2012-05-19,92,59,76,16,53,62,0,11,0.0,29.29,30.0,8.2,17,9.1,1480,0,0,0,0,0,0,0,0,0,0,0
1878,2012-05-20,93,65,79,18,57,65,0,14,0.14,29.28,29.98,8.2,22,11.6,1482,0,0,0,1,0,0,0,0,0,0,0
1880,2012-05-21,67,54,61,0,44,52,4,0,0.0,29.39,30.11,11.6,1,12.6,1484,0,0,0,0,0,0,0,0,0,0,0
